code,tambon_th,tambon_en,amphoe_en,amphoe_th,province_en,province_th,lat,lng
"141102","บ่อตาโล่","Bo Ta Lo","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.241030","100.674309"
"141103","วังน้อย","Wang Noi","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.200920","100.697449"
"141104","ลำไทร","Lam Sai","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.211860","100.661118"
"141105","สนับทึบ","Sanap Thup","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.296900","100.798447"
"141106","พยอม","Phayom","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.170820","100.642372"
"141107","หันตะเภา","Han Taphao","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.291510","100.753250"
"141108","วังจุฬา","Wang Chula","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.228140","100.756477"
"141109","ข้าวงาม","Khao Ngam","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.249420","100.801727"
"141110","ชะแมบ","Cha Maep","Amphoe Wang Noi","อำเภอวังน้อย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.261430","100.755630"
"141201","เสนา","Sena","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.324990","100.403931"
"141202","บ้านแพน","Ban Paen","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.344410","100.415482"
"141203","เจ้าเจ็ด","Chao Chet","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.313610","100.379227"
"141204","สามกอ","Sam Ko","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.307890","100.396309"
"141205","บางนมโค","Bang Nom Kho","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.294750","100.422478"
"141206","หัวเวียง","Hua Wieng","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.374070","100.397438"
"141207","มารวิชัย","Man Wichai","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.251650","100.377960"
"141208","บ้านโพธิ์","Ban Pho","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.352850","100.393898"
"141209","รางจรเข้","Bang Chorakhe","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.348690","100.364197"
"141210","บ้านกระทุ่ม","Ban Krathum","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.392390","100.392937"
"141211","บ้านแถว","Ban Thaeo","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.300830","100.349258"
"141212","ชายนา","Chai Na","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.263300","100.352913"
"141213","สามตุ่ม","Sam Tum","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.240840","100.404427"
"141214","ลาดงา","Lat Nga","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.375420","100.358551"
"141215","ดอนทอง","Don Thong","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.241370","100.306679"
"141216","บ้านหลวง","Ban Luang","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.280750","100.405373"
"141217","เจ้าเสด็จ","Chao Sadet","Amphoe Sena","อำเภอเสนา","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.331970","100.363312"
"141301","บางซ้าย","Bang Sai","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.315630","100.283028"
"141302","แก้วฟ้า","Kaeo Fa","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.312190","100.327530"
"141303","เต่าเล่า","Tao Lao","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.346420","100.311043"
"141304","ปลายกลัด","Plai Klat","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.382430","100.310173"
"141305","เทพมงคล","Thap Mongkhon","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.242530","100.263252"
"141306","วังพัฒนา","Wang Phtthana","Amphoe Bang Sai","อำเภอบางซ้าย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.278690","100.285927"
"141401","คานหาม","Khan Ham","Amphoe Uthai","อำเภออุทัย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.329590","100.643402"
"141402","บ้านช้าง","Ban Chang","Amphoe Uthai","อำเภออุทัย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.319640","100.676453"
"141403","สามบัณฑิต","Sam Bandit","Amphoe Uthai","อำเภออุทัย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.344100","100.714897"
"141404","บ้านหีบ","Ban Hip","Amphoe Uthai","อำเภออุทัย","Phra Nakhon Sri Ayutthaya","พระนครศรีอยุธยา","14.366870","100.698883"
